id	text	count
123314189	和 他 在 一起 证明 了 我 的 优点 ， 和 他 分手 后 我 弥补 了 缺点 ， 他 说 后悔 ， 我 谢谢 他 。	5
63439887	唉 ， 看 了 这么 多 ， 居然 没 几个 人 知道 让 前任 后悔 是 需要 技巧 的 ， 还 以为 自己 经济 事业 牛 逼 了 就 可以 回头 虐菜 了 ？ 人 的 能力 就是 本 技能 书 ， 好多 人 把 自己 第一页 那个 《 功成名就 》 的 技能 点满 后 ， 此生 就 圆满 了 ， 战斗力 就 无敌 了 。 却 从未 发现 翻开 第二页 自己 其实 这根 技能 书 完全 就是 空白 的 ， 而且 连 这个 系列 技能 的 名字 都 不 知道 ， 更 不用说 剩下 的 那 几百 页 了 。	39
64657636	本人 男 。 一直 觉得 一个 女孩 用 她 年 华中 最 美好 的 几年 陪伴 我 ， 已经 是 最大 的 付出 。 我 从 没有 想过 让 她 后悔 ， 只想 过 希望 她 没有 因 曾 和 我 在 一起 而 后悔 。 虽然 是 她 离开 了 我 ， 但 没能 让 她 在 我 身上 看到 未来 ， 是 我 不好 。	18
63328070	泼出去 的 水 ， 我连盆 都 不要 ， 端盆 的 手 都 不 想要 了 = ￣ ω ￣ =	172
63410603	都 前任 了 ， 你 管 他 死活 啊 。 每次 看到 这种 问题 都 很 想 骂 醒 那些 执迷不悟 的 人 。	97
65091346	当 我 像 个 孩子 一样 告诉 她 你 没有 她 过 的 更好 的 时候 ， 她 看着 我 ， 你 从 她 眼中 读到 的 不是 后悔 ， 而 更 像是 来自 老朋友 的 祝福 。 那 一个 瞬间 我 失去 了 目标 ， 脑袋 空掉 ， 感觉 到 那些 动力 流逝 ， 然后 又 慢慢 聚集 ， 重生 。 那一刻 我 才 知道 ， 我要 重新 开始 了 。 有时候 对于 有些 人 ， 我 所 能 做 的 ， 就 只有 什么 都 不 做 了 。 连 问候 都 多余	19
63297294	讲真 我 后悔 了 我 前任 让 我 后悔 了 。 我 后悔 跟 他 好 过 。 若 再 给 我 一次 机会 ， 我 拒绝 他 的 时候 一定 是 这样 。	13
146864432	个人 觉得 让 前任 后悔 这个 念头 挺 傻 的 。 不是 有 这样 一句 歌词 吗 ， 若无其事 ， 才 是 最狠 的 报复 。 其实 也 谈不上 报复 ， 如题 主 所说 的 什么 丑小鸭 变 天鹅 ， 请问 当 你 也许 不够 美好 的 时候 ， 嫌弃 你 的 人 ， 等 你 足够 美好 之后 ， 你 真的 有 兴趣 理 她 或 他 ？	2
63723359		14
63107615	没空 让 前任 后悔 ， 但是 把 自己 变得 更好 ， 最后 俯视 所有 前任 的 感觉 … 还是 很 好 的 ( ☆ _ ☆ )	68
106068624	这个 真 不 可能 。 为什么 王思聪会 跟 吴亦凡 说别 找 圈内人 ， 玩玩 网红 就 好 。 简单 说 就是 找 年轻 点 的 ， 一般 意义 上 来说 。 年纪 越轻 经历 越 少 。 第一次 接吻 、 第一次 破瓜 、 第一次 口 、 第一次 舔 菊 、 第一次 颜射 、 第一次 暴菊 。 。 。 一个 女人 跟 过 一个 男人 ， 身上 就 有 了 那个 男人 的 痕迹 。 如果 那个 男人 时间 短 ， 这女 的 会 短时间 让 自己 嗨 。 如果 那 男人 唧唧 大 ， 一般 的 家伙 这女 的 根本 满足 不了 。 。 我 倒 不是 处女 至上 主义者 。 不过 我 觉得 一个 女人 经历 过 的 男人 越少 越 好 ， 被 搞 过 的 次数 越少 越 好 。 要 不怎么 都 是 人 玩 剩下 的 。 你 说 前任 会 后悔 吗 ？	2
214054547	分手 两年 多 了 这 两年 里 我 从 210 斤 的 胖子 变成 了 现在 110 斤 我 想 他 并 不 后悔 我 也 是   不 后悔 我们 都 变成 了 更好 的 人 可能 日后 也 学会 了 怎么 爱 别人 挺 好 的	16
62955088	比较 想 让 男朋友 的 前任 后悔	70
63599666	最后 你 会 发现 ， 你 的 蜕变 只是 因为 你 想要 ， 而 不是 开始 的 为了 谁 。	9
248126674	从来 没想 过 让 她 后悔 ， 只是 希望 告诉 她 ， 你 当初 没有 喜欢 错人 。	9
63266181	我 想 哭   不敢 哭 难道 这种 相处 不像 我们 梦寐以求 的 幸福 走 下去   这 一步 是 宽容   还是 痛苦 我 想 哭   怎么 哭 完成 爱情 旅途 谈天说地 是 最 理想 的 出路 谈 音乐   谈 时事   不 说 爱 若无其事   原来 是 最狠 的 报复 = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 陈奕迅 《 想 哭 》	7
432418973	对于 本方 而言 ， 那 必须 是 扬眉吐气 ， 不过 之后 便是 不齿 不屑 不在乎 ， 因为 你 还要 奔赴 更好 的 前程 。   对于 后悔 的 那方 而言 ， 大概 就是 错失 贵州 茅台 低位 建仓 的 窝 涩 感 吧 ， 可能 还 心存 幻想 以后 还有 上车 的 机会 ？ 晚 了 ～   嫌弃 地瞥 他 一眼 ， 绝尘而去 ~ https : / / www . xiami . com / song / 2309554   ( 二维码 自动识别 ) https : / / www . xiami . com / song / 2103565   ( 二维码 自动识别 ) https : / / www . xiami . com / song / 1802301969   ( 二维码 自动识别 )	1
542158531	如果 偶遇 前任 ， 你 的 第一句 话会 说 什么 ？         https : / / www . zhihu . com / video / 1051799487239995392      	19
63844668	前任 后悔 只有 一个 原因 ， 就是 对 他 / 她 的 现任 不满 。 我 希望 我 的 前任 不会 后悔 ， 当然 这 已经 跟 我 的 未来 无关 。	65
62985840	最近 后悔 了 ， 作为 EX 。 。 写 了 很多 删掉 了 。 会 后悔 很 简单 ， 因为 当初 的 分手 只是 因为 某 一点 （ 作 ） ， 而 你 听说 她 跟 别人 在 一起 不再 作 了 。	49
500022809	最后 一点 幼稚 大概 就是 ， 看到 前任 来加 微信 ， 无视 之 然后 心里 暗想 ： 感谢 我 嫁 了 一个 硬 软件 都 好得多 的 人 ， 也 实现 了 你 未能 实现 的 理想 ， 愿 你 走 好 你 的 独木桥 ， 我 走 我 的 阳光 道 。 前任 和 我 分手 ， 痛到 觉得 不 知道 怎么 继续 人生 。 第一次 被 分手 ， 我花 了 整整 三年 的 时间 走 出来 ， 包括 曾经 试图 挽回 ， 为了 走 出来 而 出国 留学 。 最终 在 国外 遇到 了 我 的 老公 ， 毕业 ， 结婚 ， 工作 。 我 老公 无论 学历 事业 家境 都 甩 前任 几条 街 ， 还是 老婆 奴 。 只想 告诉 大家 ， 不要 回头 ， 一定 会 过去 ， 成为 更好 的 自己 ， 擦亮眼睛 ， 会 有 更好 的 人 。	5
